,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
4046,4046,Marcus Edwards,male,South East,OX26 2AT,White,United Kingdom,Other,,,,,,,,,,,,,,,
1822,1822,Robert Turner,male,South West,BS34 6JA,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7847,7847,Carly Roberts,female,Wales,CF23 5EE,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
7530,7530,Zoe Bailey,female,London,E6 5YT,White,United Kingdom,Other,,,,,,,,,,,,,,,
7997,7997,Joanne Hill,female,Scotland,EH39 4RH,White,United Kingdom,Other,,,,,,,,,,,,,,,
2800,2800,Owen Pearson,male,Scotland,G66 3JL,White,United Kingdom,Other,,,,,,,,,,,,,,,
3546,3546,Lynda Collins,female,West Midlands,B78 2AP,White,United Kingdom,Other,,,,,,,,,,,,,,,
2757,2757,Norman Glover,male,East,PE33 9QD,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
9049,9049,Graham Cartwright,male,Scotland,DD6 8JX,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
5279,5279,Amy Taylor,female,Scotland,DD2 2HH,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
3176,3176,Grace Allen,female,Northern Ireland,BT1 1SG,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
8334,8334,Pauline Davies,female,Scotland,PH26 3LP,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
412,412,Beth Cook,female,South East,MK8 8HY,White,United Kingdom,Other,0.0,674.0,2391.484723,One family households,Yes,1923.301562,3761615a-0b29-4ba1-b967-2e16b10d5fb9,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,south east
8213,8213,Lesley Fox,female,London,NW2 4QT,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
167,167,Marc Sheppard,male,East,PE26 1AF,Asian / Asian British: Indian,United Kingdom,4. Administrative and secretarial occupations,0.0,0.0,1919.2392109999998,One family households,Yes,4492.0830399999995,4deb2ca1-6ddd-44c5-bd7a-a18a46a65086,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,east
7435,7435,Mohammed Howard,male,North West,CH61 5XE,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
6353,6353,Louise Brown,female,Scotland,KA18 3RE,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2971,2971,Nicholas Cooper,male,South East,CT14 7SE,White,Spain,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2763,2763,Lydia Carter,female,Scotland,G81 6EN,White,United Kingdom,Other,,,,,,,,,,,,,,,
2171,2171,Kathryn Walker,female,London,SE15 5JR,White,Bulgaria,2. Professional occupations,,,,,,,,,,,,,,,
5817,5817,Simon Marshall,male,West Midlands,DY6 8ST,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
3557,3557,Arthur Walker,male,North East,NE1 6AN,White,United Kingdom,Other,,,,,,,,,,,,,,,
2095,2095,Margaret Anderson,female,North West,WA4 5LU,White,United Kingdom,Other,,,,,,,,,,,,,,,
9105,9105,Carole Fox,female,South East,RG10 8AT,White,Ghana,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
3802,3802,Carl Knight,male,West Midlands,SY3 7NA,White,United Kingdom,Other,,,,,,,,,,,,,,,
3672,3672,Jeffrey Davey,male,East Midlands,DN22 8NR,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
945,945,Francis Adams,male,Scotland,DD5 3UD,White,United Kingdom,Other,1.0,1113.0,1422.0776460000002,One person household,Yes,12961.19545,ffba8f08-bef9-4a42-a5a7-c883869b5f5e,1.0,Under 65,1.0,1 bedroom,0.0,0.0,0.0,scotland
8947,8947,Paula Weston,female,London,RM11 2TA,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
5624,5624,Ashleigh Booth,female,East Midlands,NN13 6NP,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
3979,3979,Josh Butler,male,North East,DL17 8PZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
804,804,Rosemary Taylor,female,South East,GU16 9FB,White,United Kingdom,4. Administrative and secretarial occupations,0.0,137.0,6335.85603,One person household,No,0.0,28657d6e-6019-48d9-be8e-8159f8458373,1.0,65 or over,0.0,1 bedroom,0.0,1.0,37.0,south east
2651,2651,Abdul Pearson,male,South West,GL15 4AH,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2616,2616,Frances Perkins,female,Scotland,PH16 5AG,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
7457,7457,Clare Walker,female,Northern Ireland,BT28 1HT,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
1247,1247,Owen Lambert,male,South West,BS4 5QQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3748,3748,Ellie Dixon,female,North West,CH41 7DZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
5041,5041,Ruth Mitchell,female,East Midlands,DE22 4EQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
2553,2553,Shirley Rowe,female,London,SW9 7HZ,Asian / Asian British: Other Asian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5437,5437,Amelia Frost,female,East,NR1 4AU,White,United Kingdom,Other,,,,,,,,,,,,,,,
9483,9483,Tom Hope,male,East Midlands,NN12 6ED,Asian / Asian British: Indian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3651,3651,Louise Gray,female,North West,WN2 3FR,White,United Kingdom,Other,,,,,,,,,,,,,,,
9267,9267,Lucy Conway,female,East Midlands,LN7 6DY,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
63,63,Carole Kent,female,Scotland,KY7 4JN,White,United Kingdom,Other,0.0,309.0,10649.51764,One person household,No,0.0,fe5d07d1-b2d0-4e06-9c9b-dc33e08a17db,1.0,65 or over,0.0,3 bedrooms,0.0,0.0,0.0,scotland
6221,6221,Valerie Davis,female,Yorkshire and The Humber,S1 4DE,Asian / Asian British: Pakistani,France,Other,,,,,,,,,,,,,,,
2718,2718,Lawrence Robinson,male,Scotland,PA15 2TG,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7998,7998,Albert Boyle,male,Yorkshire and The Humber,WF9 4JX,White,United Kingdom,Other,,,,,,,,,,,,,,,
1117,1117,Cheryl Lawson,female,London,SW19 6HB,White,United Kingdom,Other,,,,,,,,,,,,,,,
7324,7324,Paige Austin,female,East,NR10 3DT,White,United Kingdom,Other,,,,,,,,,,,,,,,
1199,1199,Valerie Hawkins,female,West Midlands,B77 2LY,White,United Kingdom,Other,,,,,,,,,,,,,,,
5293,5293,Melanie White,female,Scotland,FK1 9GG,White,United Kingdom,Other,,,,,,,,,,,,,,,
895,895,Emily Fowler,female,South West,TQ3 3JN,White,United Kingdom,9. Elementary occupations,1.0,457.0,4487.23618,One person household,Yes,12462.30843,0e599d31-bfe8-4783-ae25-7d2b7d55059a,1.0,65 or over,0.0,3 bedrooms,0.0,0.0,0.0,south west
3139,3139,Beverley Parry,female,Northern Ireland,BT35 0NJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3188,3188,Alice Shaw,female,North East,NE29 6GL,White,Nigeria,5. Skilled trades occupations,,,,,,,,,,,,,,,
4762,4762,Roger Stanley,male,South West,BS4 2QB,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
7356,7356,Francesca Wheeler,female,Yorkshire and The Humber,S63 7BE,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
7931,7931,Conor John,male,North West,BB2 6EG,White,United Kingdom,Other,,,,,,,,,,,,,,,
3933,3933,Julia Miller,female,East,EN9 2EY,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
8831,8831,Matthew Matthews,male,East,LU4 9SZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8570,8570,Helen Elliott,female,London,NW2 1SB,Other Ethnic Group,United Kingdom,Other,,,,,,,,,,,,,,,
5905,5905,Ben Parker,male,Yorkshire and The Humber,YO12 4JZ,White,India,Other,,,,,,,,,,,,,,,
302,302,Eleanor Thomas,female,South East,RG14 7EA,White,United Kingdom,"1. Managers, directors and senior officials",0.0,172.0,3242.005777,One family households,No,0.0,48272dfb-e201-4d69-83b7-b1aae3bec914,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,south east
5258,5258,Jake Talbot,male,East,PE29 1YX,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
7780,7780,Clifford Morris,male,North West,SK10 5TU,Asian / Asian British: Indian,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
2421,2421,Jade Pickering,female,South West,PL13 1NB,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
7692,7692,Lesley White,female,West Midlands,CV35 7HS,White,France,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3624,3624,Josephine Smith,female,West Midlands,WS15 4YD,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
5605,5605,Angela Clark,female,West Midlands,B73 5HF,White,Nepal,Other,,,,,,,,,,,,,,,
2853,2853,Elaine Lane,female,West Midlands,B1 1BY,White,United Kingdom,Other,,,,,,,,,,,,,,,
249,249,Victor McDonald,male,London,SE28 8RU,Asian / Asian British: Pakistani,South Africa,4. Administrative and secretarial occupations,0.0,366.0,413.8771875,One person household,Yes,3096.99473,8ef031f4-d2b0-4552-b4de-4c782f53ccbb,1.0,Under 65,0.0,2 bedrooms,0.0,1.0,56.0,london
6009,6009,Annette Jackson,female,South East,ME3 8JN,White,United Kingdom,Other,,,,,,,,,,,,,,,
1301,1301,Shane Dickinson,male,North East,NE61 6NS,White,United Kingdom,Other,,,,,,,,,,,,,,,
2039,2039,Christine Stone,female,North West,WA9 3NF,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7745,7745,Malcolm Bailey,male,East,CB23 2UT,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
7235,7235,Amber Oliver,female,North East,NE28 0JZ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6566,6566,Shirley Lewis,female,South East,RH2 9JL,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8583,8583,June Howe,female,South East,SL3 8AX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
521,521,John O'Brien,male,Yorkshire and The Humber,S66 7EW,White,United Kingdom,Other,0.0,0.0,1261.903127,One family households,Yes,12377.46043,f07b49b2-af6e-4430-a848-327615d3b4bc,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,yorkshire and the humber
4388,4388,Jay Storey,male,Yorkshire and The Humber,HX5 0PB,Asian / Asian British: Pakistani,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2416,2416,Craig Lawson,male,North West,CW1 4HU,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2731,2731,Brenda Smith,female,East,IP14 4QG,White,United Kingdom,Other,,,,,,,,,,,,,,,
8433,8433,Harry Clarke,male,East Midlands,NG8 1GH,White,United Kingdom,Other,,,,,,,,,,,,,,,
1261,1261,Glenn Clark,male,South East,RG7 5QS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6964,6964,Chloe Johnson,female,South East,SO18 3NF,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
6411,6411,Jonathan Smith,male,Yorkshire and The Humber,LS15 8AH,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6676,6676,Robin Graham,male,South East,PO15 5JY,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3472,3472,Lynne Smith,female,North West,FY6 0RT,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8851,8851,Rachel Burton,female,East Midlands,NN4 6ER,White,United Kingdom,Other,,,,,,,,,,,,,,,
1777,1777,Ellie Austin,female,Northern Ireland,BT30 7TD,White,Australia,Other,,,,,,,,,,,,,,,
1260,1260,Nigel Thompson,male,London,TW11 9FJ,Black / African / Caribbean / Black British,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
7028,7028,Aimee Johnson,female,East Midlands,LE3 3SW,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
7231,7231,Simon Dawson,male,East,SS4 2EG,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
4617,4617,Dean Evans,male,South West,TR18 4SH,White,United Kingdom,Other,,,,,,,,,,,,,,,
6904,6904,Leah Goddard,female,Scotland,IV40 8AG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2890,2890,Lucy Cameron,female,London,E1 8QJ,Asian / Asian British: Chinese,Romania,2. Professional occupations,,,,,,,,,,,,,,,
5401,5401,Sandra Singh,female,Wales,CF36 5RP,White,United Kingdom,Other,,,,,,,,,,,,,,,
7868,7868,Beverley Thornton,female,West Midlands,B23 7ED,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1893,1893,Naomi Coates,female,London,N21 1HL,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
5550,5550,Lesley Harris,female,South East,BN26 5AR,Other Ethnic Group,United Kingdom,Other,,,,,,,,,,,,,,,
9642,9642,Derek Fisher,male,London,BR1 2RB,White,Poland,Other,,,,,,,,,,,,,,,
8062,8062,Danny Kemp,male,South East,TW15 3RQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1500,1500,Olivia Thompson,female,London,BR3 3RA,White,United Kingdom,Other,,,,,,,,,,,,,,,
9559,9559,Francis Davies,male,Yorkshire and The Humber,WF13 2ES,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
8504,8504,Kayleigh Hanson,female,Yorkshire and The Humber,S17 4GL,White,United Kingdom,Other,,,,,,,,,,,,,,,
3971,3971,Rachel Clements,female,Yorkshire and The Humber,HG3 2NA,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1384,1384,Jayne Macdonald,female,North West,CA1 2AW,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
8372,8372,Benjamin Lambert,male,West Midlands,B28 0TY,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
3499,3499,Frances Stevens,female,East,SS12 0BY,White,United Kingdom,Other,,,,,,,,,,,,,,,
9860,9860,Joseph Barnett,male,Yorkshire and The Humber,DN40 1RD,White,United Kingdom,Other,,,,,,,,,,,,,,,
3454,3454,Richard Kirk,male,Wales,CF24 2BE,White,United Kingdom,Other,,,,,,,,,,,,,,,
1122,1122,Teresa Green,female,Wales,SA3 3AQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1976,1976,June Jones,female,Scotland,EH39 4BW,White,United Kingdom,Other,,,,,,,,,,,,,,,
1604,1604,Gerald Wade,male,South East,PO16 0PZ,Asian / Asian British: Pakistani,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
236,236,Nicola Henderson,female,North West,WN4 9LH,White,United Kingdom,2. Professional occupations,0.0,449.0,3140.242298,One family households,Yes,983.2466197999998,77bfcd60-324c-4a65-a00e-dfde23b530bf,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,north west
486,486,Lorraine Alexander,female,Northern Ireland,BT45 7EN,White,United Kingdom,3. Associate professional and technical occupat...,0.0,396.0,2351.448102,One person household,Yes,9748.226009999998,6ad3b8ba-21d6-4a79-b924-d5675494d572,1.0,65 or over,1.0,1 bedroom,0.0,1.0,78.0,northern ireland
4460,4460,Stanley Roberts,male,South East,RG24 4BF,White,United Kingdom,Other,,,,,,,,,,,,,,,
9210,9210,Dawn Barnes,female,East,PE4 6LA,White,United Kingdom,Other,,,,,,,,,,,,,,,
9007,9007,Beverley Dobson,female,South West,BA22 8AN,White,United Kingdom,Other,,,,,,,,,,,,,,,
6565,6565,Lucy Dobson,female,North West,M24 1DR,White,United Kingdom,Other,,,,,,,,,,,,,,,
1928,1928,Janet Booth,female,London,N16 0DS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6335,6335,Julie Phillips,female,East Midlands,S18 8PH,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
247,247,Joseph Howard,male,East,CB7 5AA,White,United Kingdom,5. Skilled trades occupations,0.0,0.0,1061.3049130000002,One family households,Yes,872.4437955,c72b28b6-123a-44ba-be23-daaf3c57187d,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,east
3896,3896,Darren Hall,male,East,PE34 4AU,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6444,6444,Sandra Clarke,female,South West,EX10 8HH,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
8230,8230,Elliott Armstrong,male,North East,DL17 8NX,White,Poland,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9587,9587,Simon Randall,male,South West,BS5 6TR,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
7001,7001,Dominic Summers,male,London,UB6 8AJ,Asian / Asian British: Indian,Nigeria,2. Professional occupations,,,,,,,,,,,,,,,
7761,7761,Rita Fowler,female,South East,RH16 3NF,White,United Kingdom,Other,,,,,,,,,,,,,,,
9005,9005,Robin Patterson,male,London,CR0 7XF,Black / African / Caribbean / Black British,Ghana,2. Professional occupations,,,,,,,,,,,,,,,
1487,1487,Lesley Baldwin,female,Scotland,G22 5JJ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2938,2938,Barry Long,male,London,DA7 4UF,White,United Kingdom,Other,,,,,,,,,,,,,,,
7735,7735,Nicole Collier,female,South East,PO7 7RS,White,Poland,Other,,,,,,,,,,,,,,,
197,197,Shirley Clark,female,North West,M28 1LU,White,United Kingdom,2. Professional occupations,0.0,562.0,485.57653939999994,One family households,Yes,8891.830673999999,c14de2f3-339e-4f57-aaa0-69a8d33527f8,3.0,Couple,0.0,3 bedrooms,0.0,1.0,22.0,north west
1400,1400,Clifford Archer,male,South West,TR10 9AT,White,United Kingdom,Other,,,,,,,,,,,,,,,
4095,4095,Iain O'Brien,male,North West,LA4 9BZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4746,4746,Charlotte Lloyd,female,East,CB22 4RD,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
8321,8321,Joyce Lawrence,female,London,E3 3JG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2436,2436,Julia Brooks,female,South East,PO6 3JU,White,United Kingdom,Other,,,,,,,,,,,,,,,
7776,7776,Jemma Wyatt,female,North East,TS5 5DP,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
9953,9953,Karen Miller,female,Scotland,DD1 1TF,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
6352,6352,Jennifer Harrison,female,London,SE22 9JS,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
3668,3668,Shannon Potter,female,Yorkshire and The Humber,WF9 4JB,White,United Kingdom,Other,,,,,,,,,,,,,,,
842,842,Valerie Wright,female,West Midlands,WR9 8SB,White,United Kingdom,"6. Caring, leisure and other service occupations",0.0,203.0,1110.781105,One family households,Yes,5260.723511,53a6f958-3dd1-4e52-8d3e-d24baa768892,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,west midlands
2161,2161,Luke Kent,male,West Midlands,B77 5NB,White,United Kingdom,Other,,,,,,,,,,,,,,,
1211,1211,Lauren Jones,female,West Midlands,B65 8AG,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
7459,7459,Carly May,female,West Midlands,B91 2LF,White,United Kingdom,Other,,,,,,,,,,,,,,,
3459,3459,Jacob Lewis,male,North West,SK9 6DL,White,United Kingdom,Other,,,,,,,,,,,,,,,
303,303,Peter Smith,male,Scotland,KA1 1TY,White,United Kingdom,7. Sales and customer service occupations,0.0,0.0,767.3244199,One family households,Yes,3726.7533229999995,d7d6a9f4-55ba-4ec3-a6e4-fac11e3ca877,5.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,scotland
8399,8399,Malcolm Smith,male,North East,DH4 6TS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6867,6867,Dean Porter,male,Scotland,G69 6TZ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
7020,7020,Abbie Hammond,female,London,E14 9LU,White,United Kingdom,Other,,,,,,,,,,,,,,,
1827,1827,Victor Goodwin,male,West Midlands,CV32 7XA,White,United Kingdom,Other,,,,,,,,,,,,,,,
9974,9974,Jill Palmer,female,Northern Ireland,BT47 4US,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
7672,7672,Cameron Smith,male,South East,PO3 5BN,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3436,3436,Julie Smith,female,West Midlands,WV11 2NF,White,United Kingdom,Other,,,,,,,,,,,,,,,
2065,2065,Angela Thompson,female,South East,BN8 5RP,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
2440,2440,Olivia Gibson,female,East,NR20 3FX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5056,5056,Annette Gardner,female,South East,PO16 8HS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6834,6834,Jane West,female,South West,PL14 4SB,White,United Kingdom,Other,,,,,,,,,,,,,,,
5158,5158,Glenn Clements,male,East,CB23 5JT,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
7113,7113,Albert Owens,male,East,NR31 8QL,White,United Kingdom,Other,,,,,,,,,,,,,,,
9291,9291,Kieran Ahmed,male,South West,PL1 4SZ,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
4486,4486,Kathleen Thomas,female,West Midlands,ST2 0HW,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
5996,5996,Barbara Holden,female,Yorkshire and The Humber,WF17 6AZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9382,9382,Clare Davies,female,London,W2 3UF,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
3089,3089,Patrick Barnett,male,South East,OX4 1SR,White,United Kingdom,Other,,,,,,,,,,,,,,,
5109,5109,Neil Fowler,male,East Midlands,LE1 4LB,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8968,8968,Carol Sykes,female,North East,DL15 9SP,White,United Kingdom,Other,,,,,,,,,,,,,,,
